 100.0	 -1.0
 101.7	 -1.0
  73.5	 -1.0
  85.7	 -1.0
  62.5	 -1.0
  65.0	 -1.0
  67.5	 -1.0
  62.7	 -1.0
  71.2	 -1.0
  74.0	 -1.0
  49.0	 -1.0
  68.3	 -1.0
  63.8	 -1.0
  65.0	 -1.0
  49.3	 -1.0
  54.5	 -1.0
  46.2	 -1.0
  44.0	 -1.0
  42.7	 -1.0
  50.0	 -1.0
  43.8	 -1.0
  40.0	 -1.0
  45.0	 -1.0
  41.7	 -1.0
  40.0	 -1.0
  20.0	 -1.0
  20.3	 -1.0
  16.0	 -1.0
  39.7	 -1.0
  16.7	 -1.0
  20.0	 -1.0
  21.2	 -1.0
  20.0	 -1.0
   9.5	 -1.0
  13.3	 -1.0
   4.3	 -1.0
   0.0	 -1.0
   0.0	 -1.0
   7.5	 -1.0
   0.0	 -1.0
  20.5	 -1.0
  22.5	 -1.0
  22.5	 -1.0
  11.2	 -1.0
  13.3	 -1.0
  19.5	 -1.0
   7.8	 -1.0
  17.5	 -1.0
  20.5	 -1.0
  12.0	 -1.0
  15.3	 -1.0
   1.5	 -1.0
   4.2	 -1.0
   3.3	 -1.0
  12.8	 -1.0
   0.5	 -1.0
   0.3	 -1.0
   0.7	 -1.0
   0.0	 -1.0
   0.0	 -1.0
   0.0	 -1.0
   0.0	 -1.0
   0.0	 -1.0
   0.0	 -1.0
   0.0	 -1.0
   0.0	 -1.0
   0.0	 -1.0
   0.0	 -1.0
   0.0	 -1.0
   0.0	 -1.0
   0.0	 -1.0
   0.0	 -1.0
   0.0	 -1.0
   0.0	 -1.0
   0.0	 -1.0
   0.0	 -1.0
   0.0	 -1.0
   0.0	 -1.0
   0.0	 -1.0
  11.0	 -1.0
   0.0	 -1.0
   4.0	 -1.0
  10.2	 -1.0
   1.3	 -1.0
   1.8	 -1.0
  18.8	 -1.0
   3.2	 -1.0
   1.2	 -1.0
   0.0	 -1.0
   1.7	 -1.0
   2.2	 -1.0
   0.8	 -1.0
  26.0	 -1.0
   8.7	 -1.0
   6.5	 -1.0
  13.2	 -1.0
  16.8	 -1.0
   0.0	 -1.0
  17.2	 -1.0
   3.2	 -1.0
  27.7	 -1.0
   9.2	 -1.0
  18.7	 -1.0
  30.5	 -1.0
  14.0	 -1.0
  25.5	 -1.0
  46.3	 -1.0
  27.8	 -1.0
  23.8	 -1.0
  37.0	 -1.0
  20.0	 -1.0
   9.5	 -1.0
  39.7	 -1.0
   9.7	 -1.0
  24.8	 -1.0
  30.8	 -1.0
   3.8	 -1.0
  13.5	 -1.0
  32.2	 -1.0
  24.2	 -1.0
  33.5	 -1.0
  32.0	 -1.0
  53.7	 -1.0
  43.7	 -1.0
  52.7	 -1.0
  16.3	 -1.0
  93.2	 -1.0
  59.2	 -1.0
  78.7	 -1.0
  52.5	 -1.0
  55.8	 -1.0
  62.0	 -1.0
 108.3	 -1.0
  43.8	 -1.0
 114.7	 -1.0
 122.8	 -1.0
  98.0	 -1.0
  73.8	 -1.0
  72.7	 -1.0
  64.7	 -1.0
  38.7	 -1.0
  79.7	 -1.0
  94.0	 -1.0
  63.5	 -1.0
  49.8	 -1.0
  60.7	 -1.0
  96.5	 -1.0
 160.3	 -1.0
  44.0	 -1.0
  35.3	 -1.0
  66.7	 -1.0
  83.3	 -1.0
  75.0	 -1.0
  61.2	 -1.0
  42.7	 -1.0
  48.2	 -1.0
  47.3	 -1.0
  58.1	  9.7
  37.4	  7.8
  42.4	  8.3
  57.5	  9.6
  88.5	 11.9
  60.8	  9.9
  46.8	  8.7
  52.6	  9.2
  43.4	  8.3
  52.8	  9.2
  18.3	  5.5
  43.0	  8.4
  54.7	  9.4
  34.6	  7.5
   6.3	  3.6
  33.7	  7.4
  32.6	  7.3
  58.3	  9.7
  52.5	  9.2
  43.5	  8.4
  24.8	  6.4
  45.9	  8.6
  41.8	  8.3
  50.9	  9.1
  32.0	  7.3
  44.4	  8.4
   7.5	  3.9
  32.3	  7.3
  48.9	  8.8
  17.9	  5.6
  34.1	  7.4
  43.1	  8.3
   8.6	  4.0
  14.9	  5.2
  13.2	  4.8
  15.1	  5.2
  36.0	  7.6
   7.0	  3.8
   9.5	  4.2
  15.2	  5.2
   2.8	  2.8
   3.0	  2.9
   4.3	  3.2
   8.0	  3.9
   7.3	  3.9
  31.4	  7.2
   7.3	  3.9
   0.4	  2.1
   0.0	  2.0
   1.5	  2.5
  26.9	  6.6
  21.7	  6.0
   2.4	  2.8
   9.3	  4.2
  13.2	  4.9
   3.4	  3.0
   0.0	  2.0
   0.6	  2.2
   0.0	  2.0
   0.0	  2.0
   0.0	  2.0
   0.0	  2.0
   1.0	  2.3
   0.0	  2.0
   0.0	  2.0
   0.0	  2.0
   0.8	  2.2
   0.0	  2.0
   0.0	  2.0
   0.0	  2.0
   0.0	  2.0
  34.0	  7.4
  36.0	  7.6
  18.0	  4.8
   0.0	  2.0
  32.3	  7.2
   4.6	  3.3
   0.0	  2.0
   0.0	  2.0
   2.3	  2.7
  34.3	  7.5
  42.0	  8.2
   0.0	  2.0
   1.4	  2.4
   8.4	  4.1
  25.9	  6.6
  37.4	  7.8
   6.2	  3.6
  25.8	  6.4
  25.6	  6.5
  51.5	  9.1
  42.8	  8.3
  26.2	  6.6
  26.0	  6.6
  19.6	  5.7
  36.7	  7.7
  29.4	  6.9
  30.2	  7.0
  61.3	  9.9
  40.0	  8.1
  53.9	  9.3
  61.7	 10.0
  87.5	 11.9
  66.0	 10.4
  31.6	  7.2
  84.4	 11.6
  65.8	 10.3
 113.6	 13.5
  57.7	  9.7
  79.0	 11.3
  96.3	 12.4
  76.7	 11.1
  93.8	 12.3
  94.4	 12.3
  70.4	 10.6
  89.4	 12.0
  82.6	 11.5
  93.5	 12.2
  80.4	 11.4
  76.8	 11.1
  88.0	 11.9
 107.3	 13.1
 108.5	 13.2
 101.9	 12.8
 148.6	 15.5
 163.4	 16.2
  90.4	 12.0
 127.3	 14.3
  83.9	 11.6
  91.1	 12.1
  95.0	 12.3
  78.1	 11.2
  71.6	 10.7
  82.3	 11.5
 120.6	 13.9
 158.4	 15.9
 112.3	 13.4
 123.2	 14.1
 151.5	 15.6
 129.3	 14.4
  88.0	 11.9
  95.3	 12.4
 112.7	 13.4
  94.1	 12.3
  87.0	 11.8
 120.1	 13.9
 141.0	 15.1
 177.3	 16.9
 110.5	 13.3
 108.4	 13.2
  73.2	 10.8
  84.6	 11.7
 103.4	 12.9
 140.6	 15.0
 135.4	 14.7
 136.8	 14.8
  79.0	 11.3
  83.6	 11.6
 155.8	 15.8
  90.9	 12.1
  63.4	 10.1
  55.6	  9.4
  75.4	 11.0
  91.6	 12.1
  63.2	 10.1
  77.1	 11.1
  72.5	 10.8
  48.3	  8.8
  51.5	  9.1
  92.6	 12.2
  91.9	 12.1
  44.8	  8.5
  68.9	 10.5
  44.5	  8.4
  23.3	  6.2
  14.8	  5.1
  13.7	  4.9
  35.2	  7.5
  23.8	  6.2
  45.8	  8.6
  18.7	  5.7
  24.9	  6.5
  19.6	  5.8
   4.6	  3.3
  21.5	  6.0
   1.7	  2.5
  11.6	  4.6
   9.5	  4.2
  19.3	  5.8
  12.5	  4.7
   9.8	  4.2
  16.6	  5.3
   8.2	  4.0
  30.1	  7.0
   6.5	  3.7
   2.4	  2.7
  14.8	  5.0
  13.1	  4.8
  14.4	  5.0
   6.6	  3.7
  19.2	  5.6
  41.3	  8.2
  50.9	  9.1
  57.5	  9.6
  12.4	  4.7
  40.7	  8.1
  32.7	  7.3
 102.4	 12.8
  72.6	 10.8
  55.2	  9.4
  99.6	 12.7
  98.5	 12.6
 168.0	 16.4
 158.6	 16.0
 166.7	 16.4
 129.3	 14.4
 147.6	 15.4
 179.4	 17.0
 163.7	 16.2
 238.0	 19.6
 185.7	 17.3
 207.9	 18.3
 194.6	 17.7
 179.6	 17.0
 158.5	 16.0
 228.9	 19.2
 201.5	 18.0
 343.8	 23.5
 313.4	 22.4
 292.6	 21.7
 224.3	 19.0
 230.3	 19.2
 186.1	 17.3
 263.4	 20.6
 271.2	 20.9
 223.5	 18.9
 160.4	 16.1
 206.2	 18.2
 178.4	 16.9
 216.1	 18.6
 241.5	 19.7
 141.3	 15.1
 234.5	 19.4
 211.1	 18.4
 229.4	 19.2
 157.6	 15.9
 180.4	 17.0
 131.3	 14.5
 122.7	 14.0
 151.5	 15.6
 129.2	 14.4
 132.9	 14.6
 175.9	 16.8
 170.8	 16.6
 129.5	 14.4
 102.9	 12.9
  89.6	 12.0
  91.2	 12.1
 141.3	 15.1
 218.8	 18.7
 221.1	 18.8
 151.5	 15.6
 114.7	 13.6
 106.2	 13.1
 135.4	 14.7
 146.1	 15.3
 112.9	 13.5
 109.8	 13.3
 115.4	 13.6
  80.9	 11.4
 101.0	 12.7
  96.4	 12.4
 123.3	 14.1
  91.7	 12.1
  90.4	 12.0
  89.5	 12.0
  40.1	  8.1
  49.9	  8.9
  49.6	  8.9
  66.9	 10.4
 112.4	 13.5
  92.8	 12.2
  51.4	  9.1
  65.4	 10.3
  60.9	  9.9
  47.4	  8.7
  32.9	  7.3
  64.8	 10.2
  34.0	  7.5
  36.8	  7.8
  36.2	  7.7
  44.9	  8.5
  41.4	  8.2
  34.2	  7.4
  21.0	  6.0
  44.4	  8.5
  30.6	  7.1
  63.5	 10.1
  67.5	 10.4
  29.3	  6.9
  22.2	  6.1
   5.9	  3.5
  13.9	  5.0
  15.8	  5.2
  35.1	  7.6
  17.6	  5.4
  15.9	  5.2
  19.6	  5.8
   6.9	  3.7
   8.9	  4.1
  31.7	  7.2
  21.2	  6.0
  15.7	  5.2
  24.5	  6.4
  22.5	  6.1
  34.6	  7.5
  19.2	  5.7
   6.2	  3.6
  35.2	  7.6
  39.7	  8.1
  11.6	  4.7
  35.9	  7.7
  17.9	  5.6
  36.0	  7.6
  42.8	  8.3
  72.8	 10.8
  72.1	 10.8
  95.0	 12.3
  79.7	 11.3
  51.8	  9.2
  51.0	  9.1
  53.9	  9.3
  49.3	  9.0
  67.8	 10.4
  65.7	 10.3
  99.5	 12.6
  64.6	 10.2
  84.9	 11.7
 106.5	 13.1
 115.5	 13.6
  99.9	 12.7
 108.4	 13.2
  77.5	 11.1
  91.3	 12.1
 178.6	 16.9
  93.4	 12.2
 100.6	 12.7
 109.1	 13.2
 104.4	 12.9
  74.9	 10.9
 143.0	 15.1
  74.6	 10.9
 125.7	 14.2
 142.2	 15.1
  87.1	 11.8
 234.3	 19.4
 268.2	 20.7
 300.6	 22.0
 231.5	 19.3
 182.6	 17.1
 265.2	 20.6
 186.4	 17.3
 181.2	 17.1
 178.6	 16.9
 170.5	 16.5
 214.9	 18.6
 232.0	 19.3
 220.9	 18.8
 167.3	 16.4
 220.6	 18.8
 191.0	 17.5
 265.8	 20.7
 298.3	 21.4
 250.3	 19.5
 182.7	 16.6
 194.7	 17.1
 153.2	 15.1
 154.2	 15.2
 148.2	 14.9
 128.6	 13.8
 178.0	 16.3
 135.7	 14.2
 188.2	 16.8
 184.3	 16.6
 148.2	 14.9
 169.8	 15.9
 156.8	 15.3
  83.8	 11.1
 117.0	 13.1
 133.0	 14.1
  74.3	 10.5
 117.0	 13.1
 163.7	 15.6
 134.9	 14.1
 104.1	 12.4
 115.9	 13.1
 143.5	 14.7
 200.1	 17.3
 122.8	 13.5
 107.3	 12.6
 118.9	 13.3
 120.0	 13.3
  68.6	 10.0
 109.0	 12.7
 128.9	 13.8
 118.7	 13.3
  96.8	 11.9
 135.5	 14.2
 129.9	 13.9
 126.2	 13.7
 116.2	 13.1
 124.3	 13.6
 104.3	 12.4
  89.0	 11.4
  80.0	 10.8
  75.3	 10.5
  71.2	 10.2
 127.9	 13.8
 103.1	 12.3
  86.1	 11.3
  77.9	 10.7
  81.5	 10.9
  71.6	 10.2
  90.4	 11.5
  65.9	  9.8
  76.0	 10.6
  87.2	 11.3
  95.8	 11.9
  63.7	  9.7
  80.5	 10.9
  54.7	  8.9
  44.5	  8.0
  29.3	  6.5
  38.0	  7.4
  39.4	  7.6
  50.3	  8.6
  45.6	  8.2
  40.1	  7.6
  35.5	  7.2
  30.1	  6.6
  42.6	  7.9
  24.1	  5.9
  53.5	  8.8
  41.1	  7.7
  23.4	  5.8
  21.6	  5.6
  33.0	  6.9
   8.4	  3.5
  17.3	  5.0
  10.0	  3.8
   0.7	  1.0
   5.9	  2.9
   0.0	  0.0
  18.3	  5.1
   7.9	  3.4
   5.8	  2.9
   1.0	  1.2
   9.3	  3.7
   0.7	  1.0
  12.4	  4.2
   0.0	  0.0
   9.8	  3.8
   8.8	  3.6
  11.3	  4.0
   8.4	  3.5
   8.5	  3.5
  14.7	  4.6
  13.7	  4.4
  26.0	  6.1
  14.2	  4.5
  10.0	  3.8
  21.1	  5.5
  54.2	  8.9
  30.5	  6.6
  42.2	  7.8
  32.0	  6.8
  80.6	 10.9
  77.1	 10.6
  59.6	  9.3
  70.7	 10.2
  74.2	 10.4
  66.3	  9.9
 109.2	 12.7
  72.8	 10.3
  78.6	 10.7
  84.5	 11.1
 107.7	 12.6
 104.9	 12.5
 152.2	 15.1
 173.2	 16.1
  98.6	 12.1
 127.0	 13.7
 159.0	 15.4
 166.4	 15.8
 171.5	 16.0
 162.9	 15.6
 172.8	 16.1
 165.2	 15.7
 180.7	 16.5
 203.0	 17.5
 200.9	 17.4
 217.8	 18.1
 184.6	 16.6
 153.9	 15.1
 156.6	 15.3
 167.9	 15.9
 188.0	 16.8
 135.7	 14.2
 203.5	 17.5
 206.3	 17.7
 221.9	 18.3
 190.5	 16.9
 175.2	 16.2
 171.1	 16.0
 186.0	 16.7
 181.7	 16.5
 118.5	 13.2
 147.5	 14.8
 192.0	 17.0
 187.1	 16.8
 107.8	 12.6
 167.5	 15.8
 148.2	 14.8
 156.7	 15.3
 151.9	 15.0
 127.7	 13.8
 102.0	 12.3
 152.8	 15.1
 119.9	 13.3
 122.4	 13.5
  82.7	 11.0
 102.1	 12.2
 122.4	 13.4
 159.7	 15.4
 139.5	 14.4
 118.7	 13.2
 126.4	 13.7
  79.8	 10.8
  96.0	 11.9
  77.6	 10.7
  91.8	 11.6
 107.7	 12.6
 126.0	 13.6
  77.1	 10.6
 102.1	 12.2
  77.6	 10.7
  62.0	  9.5
  91.3	 11.6
  41.7	  7.8
  75.7	 10.5
  71.6	 10.2
  78.1	 10.7
 109.7	 12.7
  89.5	 11.5
 125.9	 13.6
  68.1	 10.0
  77.1	 10.6
 109.9	 12.8
 103.8	 12.4
 104.1	 12.5
  54.2	  8.9
  64.4	  9.7
 109.3	 12.7
  54.3	  8.9
  92.5	 11.7
  74.6	 10.5
  75.0	 10.5
  55.9	  9.0
  65.6	  9.8
  63.8	  9.7
  50.8	  8.6
  71.8	 10.3
  41.0	  7.7
  32.5	  6.9
  46.7	  8.2
  24.3	  5.9
  60.0	  9.4
  72.9	 10.4
  46.6	  8.2
  33.5	  7.0
  24.6	  6.0
  31.4	  6.7
  17.6	  5.0
  24.2	  5.9
  13.9	  4.5
  26.8	  6.2
  17.2	  5.0
   2.9	  2.0
   0.0	  0.0
   1.4	  1.4
  17.4	  5.0
   9.7	  3.7
   5.5	  2.8
   2.8	  2.0
   9.5	  3.7
   9.1	  3.6
  18.7	  5.2
  25.5	  6.1
  18.1	  5.1
  47.9	  8.4
  25.9	  5.9
  26.3	  5.8
  44.0	  7.5
  61.1	  8.8
  44.5	  7.5
  51.8	  8.1
  48.3	  7.9
  57.3	  8.5
  78.7	 10.0
 102.8	 11.4
  98.7	 11.2
 112.8	 11.9
 101.6	 11.3
  99.9	 11.2
  88.0	 10.5
  68.4	  9.3
 173.4	 14.8
 180.7	 15.1
  98.8	 11.2
 132.7	 12.9
 134.5	 13.0
  99.0	 11.2
 130.2	 12.8
 174.1	 14.8
 129.0	 12.7
 191.7	 15.5
 262.7	 18.2
 266.9	 18.3
 293.6	 19.2
 226.3	 16.9
 220.9	 16.7
 256.5	 18.0
 226.8	 16.9
 244.3	 17.5
 246.0	 17.6
 216.7	 16.5
 147.2	 13.6
 209.0	 16.2
 238.7	 17.4
 270.9	 18.5
 242.6	 17.5
 152.9	 13.9
 171.8	 14.7
 183.7	 15.2
 133.9	 13.0
 148.5	 13.7
 175.7	 14.9
 150.8	 13.8
 132.7	 12.9
 200.3	 15.9
 147.5	 13.6
 170.4	 14.7
 179.5	 15.0
 183.3	 15.2
 176.0	 14.9
 155.0	 14.0
 191.1	 15.5
 171.2	 14.7
 186.8	 15.3
 139.9	 13.3
 144.6	 13.5
 178.4	 15.0
 164.0	 14.4
 127.1	 12.7
  80.0	 10.1
  74.8	  9.8
 111.7	 11.9
 113.8	 12.0
  78.7	 10.0
  78.6	 10.0
  92.5	 10.8
  82.0	 10.2
 101.4	 11.3
 107.1	 11.6
  77.5	  9.9
  53.5	  8.2
  74.6	  9.7
  63.8	  9.0
 113.2	 11.9
 102.3	 11.3
  46.8	  7.7
  57.4	  8.5
  48.2	  7.8
  48.8	  7.9
  24.4	  5.7
  35.9	  6.8
  56.4	  8.4
  48.6	  7.8
  19.2	  5.1
  39.9	  7.1
  20.9	  5.3
  24.4	  5.7
   4.0	  2.9
  21.3	  5.3
  29.6	  6.3
  16.5	  4.8
  23.9	  5.7
  25.1	  5.7
  51.1	  8.1
   3.9	  2.9
   8.5	  3.7
   2.7	  2.6
  25.5	  5.8
  14.8	  4.5
  16.6	  4.8
  23.9	  5.6
  16.6	  4.8
  13.6	  4.4
  40.6	  7.2
  14.5	  4.4
  19.9	  5.2
  26.3	  5.9
  36.1	  6.8
  23.6	  5.5
  10.0	  3.8
  10.5	  3.9
  28.1	  6.0
  11.2	  4.1
  23.6	  5.6
   3.5	  2.7
   5.5	  3.1
  11.0	  4.1
  13.1	  4.3
   0.2	  2.0
   9.9	  3.9
  10.7	  4.0
   0.2	  2.0
   0.0	  2.0
   8.8	  3.7
   1.9	  2.4
   6.8	  3.3
   0.9	  2.2
   1.6	  2.3
   0.9	  2.2
   0.0	  2.0
  10.4	  3.9
   4.0	  2.8
   8.0	  3.6
  12.6	  4.2
  17.9	  5.0
  10.1	  3.8
  20.4	  5.2
  21.9	  5.4
  12.2	  4.1
  40.1	  7.2
  45.4	  7.6
  32.1	  6.4
  32.4	  6.4
  39.1	  7.1
  56.9	  8.5
  36.5	  6.8
  80.3	 10.1
 110.1	 11.8
  71.7	  9.5
  51.1	  8.1
  49.4	  7.9
  60.6	  8.7
  88.6	 10.6
  85.8	 10.4
  86.1	 10.4
  72.5	  9.6
 100.8	 11.3
 128.2	 12.7
  97.3	 11.1
  88.6	 10.6
 107.3	 11.6
  91.5	 10.7
  78.8	 10.0
  75.0	  9.7
 115.9	 12.1
 111.5	 11.8
 159.6	 14.2
 106.9	 11.6
  75.4	  9.8
  75.7	  9.8
  67.5	  9.2
  96.1	 11.0
  98.6	 11.2
 140.6	 13.3
  69.7	  9.4
 101.0	 11.3
  78.2	 10.0
  71.3	  9.5
 136.8	 13.1
  52.5	  8.1
 127.2	 12.7
 134.4	 13.0
  76.6	  9.8
  87.8	 10.5
 139.6	 13.3
 140.8	 13.3
 126.5	 12.6
 152.6	 13.9
 144.8	 13.5
 145.8	 13.6
 126.9	 12.7
 110.9	 11.8
  85.3	 10.4
  88.5	 10.6
  93.1	 10.8
 103.1	 11.4
  79.6	 10.0
  60.9	  8.8
  78.6	 10.0
  71.4	  9.5
 119.7	 12.3
  82.9	 10.2
  91.7	 10.8
 121.6	 12.4
 139.5	 13.3
 110.9	 11.8
  83.5	 10.3
  66.0	  9.1
  64.5	  9.1
  51.6	  8.1
  36.3	  6.8
  49.8	  8.0
  43.2	  7.4
  95.5	 11.0
  72.9	  9.6
  51.2	  8.0
  45.3	  7.6
  50.4	  8.0
  28.1	  6.0
  35.7	  6.8
  14.4	  4.3
   0.6	  2.1
